Title_GoldenGlobes,Title_Oscars,Similarity,Verification,Year_GG,Year_Oscars,year_film_x,year_award,ceremony_x,category_x,nominee,film_x,gg_win,standardized_film_goldenglobes,year_film_y,year_ceremony,ceremony_y,category_y,name,film_y,oscar_win,standardized_film_oscars
gambit,gambit,1,TRUE,1966,1966,1966,1967,24,Actress In A Leading Role - Musical Or Comedy,Shirley MacLaine,Gambit,FALSE,gambit,1966,1967,39,COSTUME DESIGN (Color),Jean Louis,Gambit,FALSE,gambit
gambit,gambit,1,TRUE,1966,1966,1966,1967,24,Actress In A Leading Role - Musical Or Comedy,Shirley MacLaine,Gambit,FALSE,gambit,1966,1967,39,SOUND,"Universal City Studio Sound Department, Waldon O. Watson, Sound Director",Gambit,FALSE,gambit
wait until dark,wait until dark,1,TRUE,1967,1967,1967,1968,25,Best Performance by an Actress in a Motion Picture - Drama,Audrey Hepburn,Wait Until Dark,FALSE,wait until dark,1967,1968,40,ACTRESS,Audrey Hepburn,Wait until Dark,FALSE,wait until dark
wait until dark,wait until dark,1,TRUE,1967,1967,1967,1968,25,Best Performance by an Actor in a Supporting Role in any Motion Picture,Efrem Zimbalist Jr.,Wait Until Dark,FALSE,wait until dark,1967,1968,40,ACTRESS,Audrey Hepburn,Wait until Dark,FALSE,wait until dark
paint your wagon,paint your wagon,1,TRUE,1969,1969,1969,1970,27,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Lee Marvin,Paint Your Wagon,FALSE,paint your wagon,1969,1970,42,MUSIC (Score of a Musical Picture--original or adaptation),Adaptation score by Nelson Riddle,Paint Your Wagon,FALSE,paint your wagon
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Performance by an Actress in a Motion Picture - Drama,Glenda Jackson,"Mary, Queen of Scots",FALSE,mary queen of scots,1971,1972,44,ACTRESS,Vanessa Redgrave,"Mary, Queen of Scots",FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Performance by an Actress in a Motion Picture - Drama,Glenda Jackson,"Mary, Queen of Scots",FALSE,mary queen of scots,1971,1972,44,ART DIRECTION,"Art Direction:  Terence Marsh, Robert Cartwright;  Set Decoration:  Peter Howitt","Mary, Queen of Scots",FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Performance by an Actress in a Motion Picture - Drama,Glenda Jackson,"Mary, Queen of Scots",FALSE,mary queen of scots,1971,1972,44,COSTUME DESIGN,Margaret Furse,"Mary, Queen of Scots",FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Performance by an Actress in a Motion Picture - Drama,Glenda Jackson,"Mary, Queen of Scots",FALSE,mary queen of scots,1971,1972,44,MUSIC (Original Dramatic Score),John Barry,"Mary, Queen of Scots",FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Performance by an Actress in a Motion Picture - Drama,Glenda Jackson,"Mary, Queen of Scots",FALSE,mary queen of scots,1971,1972,44,SOUND,"Bob Jones, John Aldred","Mary, Queen of Scots",FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Performance by an Actress in a Motion Picture - Drama,Glenda Jackson,"Mary, Queen of Scots",FALSE,mary queen of scots,2018,2019,91,COSTUME DESIGN,Alexandra Byrne,Mary Queen of Scots,FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Performance by an Actress in a Motion Picture - Drama,Glenda Jackson,"Mary, Queen of Scots",FALSE,mary queen of scots,2018,2019,91,MAKEUP AND HAIRSTYLING,"Jenny Shircore, Marc Pilcher and Jessica Brooks",Mary Queen of Scots,FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Performance by an Actress in a Motion Picture - Drama,Vanessa Redgrave,"Mary, Queen of Scots",FALSE,mary queen of scots,1971,1972,44,ACTRESS,Vanessa Redgrave,"Mary, Queen of Scots",FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Performance by an Actress in a Motion Picture - Drama,Vanessa Redgrave,"Mary, Queen of Scots",FALSE,mary queen of scots,1971,1972,44,ART DIRECTION,"Art Direction:  Terence Marsh, Robert Cartwright;  Set Decoration:  Peter Howitt","Mary, Queen of Scots",FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Performance by an Actress in a Motion Picture - Drama,Vanessa Redgrave,"Mary, Queen of Scots",FALSE,mary queen of scots,1971,1972,44,COSTUME DESIGN,Margaret Furse,"Mary, Queen of Scots",FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Performance by an Actress in a Motion Picture - Drama,Vanessa Redgrave,"Mary, Queen of Scots",FALSE,mary queen of scots,1971,1972,44,MUSIC (Original Dramatic Score),John Barry,"Mary, Queen of Scots",FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Performance by an Actress in a Motion Picture - Drama,Vanessa Redgrave,"Mary, Queen of Scots",FALSE,mary queen of scots,1971,1972,44,SOUND,"Bob Jones, John Aldred","Mary, Queen of Scots",FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Performance by an Actress in a Motion Picture - Drama,Vanessa Redgrave,"Mary, Queen of Scots",FALSE,mary queen of scots,2018,2019,91,COSTUME DESIGN,Alexandra Byrne,Mary Queen of Scots,FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Performance by an Actress in a Motion Picture - Drama,Vanessa Redgrave,"Mary, Queen of Scots",FALSE,mary queen of scots,2018,2019,91,MAKEUP AND HAIRSTYLING,"Jenny Shircore, Marc Pilcher and Jessica Brooks",Mary Queen of Scots,FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Screenplay - Motion Picture,John Hale,"Mary, Queen of Scots",FALSE,mary queen of scots,1971,1972,44,ACTRESS,Vanessa Redgrave,"Mary, Queen of Scots",FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Screenplay - Motion Picture,John Hale,"Mary, Queen of Scots",FALSE,mary queen of scots,1971,1972,44,ART DIRECTION,"Art Direction:  Terence Marsh, Robert Cartwright;  Set Decoration:  Peter Howitt","Mary, Queen of Scots",FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Screenplay - Motion Picture,John Hale,"Mary, Queen of Scots",FALSE,mary queen of scots,1971,1972,44,COSTUME DESIGN,Margaret Furse,"Mary, Queen of Scots",FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Screenplay - Motion Picture,John Hale,"Mary, Queen of Scots",FALSE,mary queen of scots,1971,1972,44,MUSIC (Original Dramatic Score),John Barry,"Mary, Queen of Scots",FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Screenplay - Motion Picture,John Hale,"Mary, Queen of Scots",FALSE,mary queen of scots,1971,1972,44,SOUND,"Bob Jones, John Aldred","Mary, Queen of Scots",FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Screenplay - Motion Picture,John Hale,"Mary, Queen of Scots",FALSE,mary queen of scots,2018,2019,91,COSTUME DESIGN,Alexandra Byrne,Mary Queen of Scots,FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Screenplay - Motion Picture,John Hale,"Mary, Queen of Scots",FALSE,mary queen of scots,2018,2019,91,MAKEUP AND HAIRSTYLING,"Jenny Shircore, Marc Pilcher and Jessica Brooks",Mary Queen of Scots,FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Original Score - Motion Picture,John Barry,"Mary, Queen of Scots",FALSE,mary queen of scots,1971,1972,44,ACTRESS,Vanessa Redgrave,"Mary, Queen of Scots",FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Original Score - Motion Picture,John Barry,"Mary, Queen of Scots",FALSE,mary queen of scots,1971,1972,44,ART DIRECTION,"Art Direction:  Terence Marsh, Robert Cartwright;  Set Decoration:  Peter Howitt","Mary, Queen of Scots",FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Original Score - Motion Picture,John Barry,"Mary, Queen of Scots",FALSE,mary queen of scots,1971,1972,44,COSTUME DESIGN,Margaret Furse,"Mary, Queen of Scots",FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Original Score - Motion Picture,John Barry,"Mary, Queen of Scots",FALSE,mary queen of scots,1971,1972,44,MUSIC (Original Dramatic Score),John Barry,"Mary, Queen of Scots",FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Original Score - Motion Picture,John Barry,"Mary, Queen of Scots",FALSE,mary queen of scots,1971,1972,44,SOUND,"Bob Jones, John Aldred","Mary, Queen of Scots",FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Original Score - Motion Picture,John Barry,"Mary, Queen of Scots",FALSE,mary queen of scots,2018,2019,91,COSTUME DESIGN,Alexandra Byrne,Mary Queen of Scots,FALSE,mary queen of scots
mary queen of scots,mary queen of scots,1,TRUE,1971,1971,1971,1972,29,Best Original Score - Motion Picture,John Barry,"Mary, Queen of Scots",FALSE,mary queen of scots,2018,2019,91,MAKEUP AND HAIRSTYLING,"Jenny Shircore, Marc Pilcher and Jessica Brooks",Mary Queen of Scots,FALSE,mary queen of scots
tchaikovsky,tchaikovsky,1,TRUE,1971,1971,1971,1972,29,Foreign Film - Foreign Language,"United Soviet Socialist Republics, Igor Talankin",Tchaikovsky,FALSE,tchaikovsky,1971,1972,44,FOREIGN LANGUAGE FILM,Union of Soviet Socialist Republics,Tchaikovsky,FALSE,tchaikovsky
tchaikovsky,tchaikovsky,1,TRUE,1971,1971,1971,1972,29,Foreign Film - Foreign Language,"United Soviet Socialist Republics, Igor Talankin",Tchaikovsky,FALSE,tchaikovsky,1971,1972,44,MUSIC (Scoring: Adaptation and Original Song Score),Adaptation Score by Dimitri Tiomkin,Tchaikovsky,FALSE,tchaikovsky
sounder,sounder,1,TRUE,1972,1972,1972,1973,30,Best Performance by an Actress in a Motion Picture - Drama,Cicely Tyson,Sounder,FALSE,sounder,1972,1973,45,ACTOR,Paul Winfield,Sounder,FALSE,sounder
sounder,sounder,1,TRUE,1972,1972,1972,1973,30,Best Performance by an Actress in a Motion Picture - Drama,Cicely Tyson,Sounder,FALSE,sounder,1972,1973,45,ACTRESS,Cicely Tyson,Sounder,FALSE,sounder
sounder,sounder,1,TRUE,1972,1972,1972,1973,30,Best Performance by an Actress in a Motion Picture - Drama,Cicely Tyson,Sounder,FALSE,sounder,1972,1973,45,BEST PICTURE,"Robert B. Radnitz, Producer",Sounder,FALSE,sounder
sounder,sounder,1,TRUE,1972,1972,1972,1973,30,Best Performance by an Actress in a Motion Picture - Drama,Cicely Tyson,Sounder,FALSE,sounder,1972,1973,45,WRITING (Screenplay--based on material from another medium),"Lonne Elder, III",Sounder,FALSE,sounder
sounder,sounder,1,TRUE,1972,1972,1972,1973,30,New Star Of The Year - Actor,Kevin Hooks,Sounder,FALSE,sounder,1972,1973,45,ACTOR,Paul Winfield,Sounder,FALSE,sounder
sounder,sounder,1,TRUE,1972,1972,1972,1973,30,New Star Of The Year - Actor,Kevin Hooks,Sounder,FALSE,sounder,1972,1973,45,ACTRESS,Cicely Tyson,Sounder,FALSE,sounder
sounder,sounder,1,TRUE,1972,1972,1972,1973,30,New Star Of The Year - Actor,Kevin Hooks,Sounder,FALSE,sounder,1972,1973,45,BEST PICTURE,"Robert B. Radnitz, Producer",Sounder,FALSE,sounder
sounder,sounder,1,TRUE,1972,1972,1972,1973,30,New Star Of The Year - Actor,Kevin Hooks,Sounder,FALSE,sounder,1972,1973,45,WRITING (Screenplay--based on material from another medium),"Lonne Elder, III",Sounder,FALSE,sounder
whiffs,whiffs,1,TRUE,1975,1975,1975,1976,33,Best Original Song - Motion Picture,"Now That We're In Love, George Barrie, Sammy Cahn",Whiffs,FALSE,whiffs,1975,1976,48,MUSIC (Original Song),Music by George Barrie; Lyrics by Sammy Cahn,Whiffs,FALSE,whiffs
i never promised you a rose garden,i never promised you a rose garden,1,TRUE,1977,1977,1977,1978,35,Best Performance by an Actress in a Motion Picture - Drama,Kathleen Quinlan,I Never Promised You a Rose Garden,FALSE,i never promised you a rose garden,1977,1978,50,WRITING (Screenplay--based on material from another medium),"Gavin Lambert, Lewis John Carlino",I Never Promised You a Rose Garden,FALSE,i never promised you a rose garden
same time next year,same time next year,1,TRUE,1978,1978,1978,1979,36,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Ellen Burstyn,"Same Time, Next Year",TRUE,same time next year,1978,1979,51,ACTRESS IN A LEADING ROLE,Ellen Burstyn,"Same Time, Next Year",FALSE,same time next year
same time next year,same time next year,1,TRUE,1978,1978,1978,1979,36,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Ellen Burstyn,"Same Time, Next Year",TRUE,same time next year,1978,1979,51,CINEMATOGRAPHY,Robert Surtees,"Same Time, Next Year",FALSE,same time next year
same time next year,same time next year,1,TRUE,1978,1978,1978,1979,36,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Ellen Burstyn,"Same Time, Next Year",TRUE,same time next year,1978,1979,51,MUSIC (Original Song),Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman,"Same Time, Next Year",FALSE,same time next year
same time next year,same time next year,1,TRUE,1978,1978,1978,1979,36,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Ellen Burstyn,"Same Time, Next Year",TRUE,same time next year,1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),Bernard Slade,"Same Time, Next Year",FALSE,same time next year
same time next year,same time next year,1,TRUE,1978,1978,1978,1979,36,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Alan Alda,"Same Time, Next Year",FALSE,same time next year,1978,1979,51,ACTRESS IN A LEADING ROLE,Ellen Burstyn,"Same Time, Next Year",FALSE,same time next year
same time next year,same time next year,1,TRUE,1978,1978,1978,1979,36,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Alan Alda,"Same Time, Next Year",FALSE,same time next year,1978,1979,51,CINEMATOGRAPHY,Robert Surtees,"Same Time, Next Year",FALSE,same time next year
same time next year,same time next year,1,TRUE,1978,1978,1978,1979,36,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Alan Alda,"Same Time, Next Year",FALSE,same time next year,1978,1979,51,MUSIC (Original Song),Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman,"Same Time, Next Year",FALSE,same time next year
same time next year,same time next year,1,TRUE,1978,1978,1978,1979,36,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Alan Alda,"Same Time, Next Year",FALSE,same time next year,1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),Bernard Slade,"Same Time, Next Year",FALSE,same time next year
same time next year,same time next year,1,TRUE,1978,1978,1978,1979,36,Best Original Song - Motion Picture,"The Last Time I Felt Like This, Marvin Hamlisch, Alan Bergman, Marilyn Bergman","Same Time, Next Year",FALSE,same time next year,1978,1979,51,ACTRESS IN A LEADING ROLE,Ellen Burstyn,"Same Time, Next Year",FALSE,same time next year
same time next year,same time next year,1,TRUE,1978,1978,1978,1979,36,Best Original Song - Motion Picture,"The Last Time I Felt Like This, Marvin Hamlisch, Alan Bergman, Marilyn Bergman","Same Time, Next Year",FALSE,same time next year,1978,1979,51,CINEMATOGRAPHY,Robert Surtees,"Same Time, Next Year",FALSE,same time next year
same time next year,same time next year,1,TRUE,1978,1978,1978,1979,36,Best Original Song - Motion Picture,"The Last Time I Felt Like This, Marvin Hamlisch, Alan Bergman, Marilyn Bergman","Same Time, Next Year",FALSE,same time next year,1978,1979,51,MUSIC (Original Song),Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman,"Same Time, Next Year",FALSE,same time next year
same time next year,same time next year,1,TRUE,1978,1978,1978,1979,36,Best Original Song - Motion Picture,"The Last Time I Felt Like This, Marvin Hamlisch, Alan Bergman, Marilyn Bergman","Same Time, Next Year",FALSE,same time next year,1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),Bernard Slade,"Same Time, Next Year",FALSE,same time next year
thank god its friday,thank god its friday,1,TRUE,1978,1978,1978,1979,36,Best Original Song - Motion Picture,"Last Dance, Alec Constandinos",Thank God It's Friday,TRUE,thank god its friday,1978,1979,51,MUSIC (Original Song),Music and Lyrics by Paul Jabara,Thank God It's Friday,TRUE,thank god its friday
fame,fame,1,TRUE,1980,1980,1980,1981,38,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Irene Cara,Fame,FALSE,fame,1980,1981,53,FILM EDITING,Gerry Hambling,Fame,FALSE,fame
fame,fame,1,TRUE,1980,1980,1980,1981,38,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Irene Cara,Fame,FALSE,fame,1980,1981,53,MUSIC (Original Score),Michael Gore,Fame,TRUE,fame
fame,fame,1,TRUE,1980,1980,1980,1981,38,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Irene Cara,Fame,FALSE,fame,1980,1981,53,MUSIC (Original Song),Music by Michael Gore; Lyric by Dean Pitchford,Fame,TRUE,fame
fame,fame,1,TRUE,1980,1980,1980,1981,38,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Irene Cara,Fame,FALSE,fame,1980,1981,53,MUSIC (Original Song),Music by Michael Gore; Lyric by Lesley Gore,Fame,FALSE,fame
fame,fame,1,TRUE,1980,1980,1980,1981,38,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Irene Cara,Fame,FALSE,fame,1980,1981,53,SOUND,"Michael J. Kohut, Aaron Rochin, Jay M. Harding, Chris Newman",Fame,FALSE,fame
fame,fame,1,TRUE,1980,1980,1980,1981,38,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Irene Cara,Fame,FALSE,fame,1980,1981,53,WRITING (Screenplay Written Directly for the Screen),Christopher Gore,Fame,FALSE,fame
fame,fame,1,TRUE,1980,1980,1980,1981,38,Best Original Score - Motion Picture,Michael Gore,Fame,FALSE,fame,1980,1981,53,FILM EDITING,Gerry Hambling,Fame,FALSE,fame
fame,fame,1,TRUE,1980,1980,1980,1981,38,Best Original Score - Motion Picture,Michael Gore,Fame,FALSE,fame,1980,1981,53,MUSIC (Original Score),Michael Gore,Fame,TRUE,fame
fame,fame,1,TRUE,1980,1980,1980,1981,38,Best Original Score - Motion Picture,Michael Gore,Fame,FALSE,fame,1980,1981,53,MUSIC (Original Song),Music by Michael Gore; Lyric by Dean Pitchford,Fame,TRUE,fame
fame,fame,1,TRUE,1980,1980,1980,1981,38,Best Original Score - Motion Picture,Michael Gore,Fame,FALSE,fame,1980,1981,53,MUSIC (Original Song),Music by Michael Gore; Lyric by Lesley Gore,Fame,FALSE,fame
fame,fame,1,TRUE,1980,1980,1980,1981,38,Best Original Score - Motion Picture,Michael Gore,Fame,FALSE,fame,1980,1981,53,SOUND,"Michael J. Kohut, Aaron Rochin, Jay M. Harding, Chris Newman",Fame,FALSE,fame
fame,fame,1,TRUE,1980,1980,1980,1981,38,Best Original Score - Motion Picture,Michael Gore,Fame,FALSE,fame,1980,1981,53,WRITING (Screenplay Written Directly for the Screen),Christopher Gore,Fame,FALSE,fame
fame,fame,1,TRUE,1980,1980,1980,1981,38,Best Original Song - Motion Picture,"Fame, Michael Gore, Dean Pitchford",Fame,TRUE,fame,1980,1981,53,FILM EDITING,Gerry Hambling,Fame,FALSE,fame
fame,fame,1,TRUE,1980,1980,1980,1981,38,Best Original Song - Motion Picture,"Fame, Michael Gore, Dean Pitchford",Fame,TRUE,fame,1980,1981,53,MUSIC (Original Score),Michael Gore,Fame,TRUE,fame
fame,fame,1,TRUE,1980,1980,1980,1981,38,Best Original Song - Motion Picture,"Fame, Michael Gore, Dean Pitchford",Fame,TRUE,fame,1980,1981,53,MUSIC (Original Song),Music by Michael Gore; Lyric by Dean Pitchford,Fame,TRUE,fame
